,ecephys_unit_id,c50_dg,area_rf,fano_dg,fano_dm,fano_fl,fano_rf,f1_f0_dg,g_dsi_dg,g_osi_dg,width_rf,height_rf,azimuth_rf,mod_idx_dg,p_value_rf,pref_tf_dg,run_mod_dg,run_mod_dm,run_mod_fl,run_mod_rf,pref_dir_dm,pref_ori_dg,run_pval_dg,run_pval_dm,run_pval_fl,run_pval_rf,elevation_rf,on_screen_rf,pref_speed_dm,firing_rate_dg,firing_rate_dm,firing_rate_fl,firing_rate_rf,on_off_ratio_fl,time_to_peak_dm,time_to_peak_fl,time_to_peak_rf,pref_tf_multi_dg,sustained_idx_fl,pref_dir_multi_dm,pref_ori_multi_dg,pref_speed_multi_dm,lifetime_sparseness_dg,lifetime_sparseness_dm,lifetime_sparseness_fl,lifetime_sparseness_rf
30684,950924681,1.0572156862745101,200.0,4.930056610056611,3.7498168498168503,0.9866666666666672,1.2333333333333327,0.8798269214782066,,,1.8450553609939573,4.931960955541497,90.0,5.265937163168066,0.001,2.0,-0.04540117416829747,,,-1.0,270.0,90.0,0.7879139287840597,,,0.10389077123590372,25.0,True,0.001,3.4487280357728114,7.664097136668673,0.026644360497319542,0.025219430042404414,,0.1785,0.1985,0.1615,False,0.004016064257028113,False,False,False,0.4331181103266832,0.31195358811799623,1.0,0.9595209984820374
30685,950924660,1.0443803921568628,800.0,6.424281842818428,3.2984126984126987,3.578850574712644,2.9287356321839084,0.6877185050905389,,,65.44114682679287,610.3082357473761,15.0,0.14325634762076525,0.003,2.0,0.5012600229095074,,,,180.0,90.0,0.00020075107212535985,,,,-15.0,False,0.02,6.029994830191875,5.044134512650778,1.4387954668552554,2.6096627609096745,,0.0615,0.018500000000000003,0.1365,False,0.058232931726907626,False,False,False,0.03573812489808681,0.09282269271642273,0.01091405184174632,0.21192308058088996
30687,950924632,1.0614941176470591,600.0,7.473770709078858,6.343722943722943,2.2094308943089436,4.556862745098039,0.6383541988428809,,,69.06909467561803,1899.7176072813056,13.333,0.23005844351332705,0.29100000000000004,2.0,-0.003273322422258581,,,,45.0,135.0,0.9820823227588784,,,,-11.666999999999994,False,0.02,8.92912698659322,6.218878924960805,1.9450383163043268,3.317999796013728,,0.0485,0.1065,0.0255,False,0.0823293172690763,False,False,False,0.020241855542960048,0.0620421754060385,0.029944547134935332,0.18986210718546545
30689,950924815,0.038949019607843145,100.0,6.191219512195122,3.381333333333333,2.411666666666666,1.9686274509803918,0.6059329428956165,,,16.710367693991007,136.11025695526908,90.0,2.8237927370138345,0.0,2.0,-0.032822327044025136,,,-0.75,225.0,90.0,0.8692644647909775,,,0.07109606579052911,30.0,False,0.005,4.91302039385553,8.257524726392292,0.5328872099463908,0.7631618830223249,,0.7715000000000001,0.0075,0.1385,False,0.06425702811244981,False,False,False,0.04764867307123729,0.1311975444296636,0.5294117647058822,0.6805436429367299
30690,950931701,0.210086274509804,600.0,2.4395314164004263,2.322480620155039,1.1022222222222222,0.8444444444444446,0.5212556010188891,,,123.025796896835,22.205692558841683,55.0,0.3647632554177263,0.0,2.0,0.13930566203044578,,,,180.0,45.0,0.15905250775205468,,,,40.0,False,0.02,4.859672361075287,9.69668755453155,0.3996654074597932,0.2620627730493329,,0.5295000000000001,0.0105,0.0075,False,0.03614457831325301,False,False,False,0.07764345667394322,0.037255722492205975,0.07692307692307687,0.6565075037427426
30692,950924786,0.4454000000000001,500.0,6.480247033967171,1.8318840579710152,2.7555555555555555,1.181981981981982,0.5343530838398967,,,550.9994019331307,101.70629609738224,42.0,5.183316795405098,0.0,2.0,-0.15927977839335172,,,,0.0,135.0,0.1926608329347328,,,,46.0,False,0.02,10.178915796205377,12.264170187621506,1.8118165138177291,3.5515536481455614,,0.4835,0.1395,0.1835,False,0.09036144578313253,False,False,False,0.015823509032215504,0.05281337089286284,0.18950665622552854,0.16288992706751487
30698,950924851,0.017556862745098042,500.0,5.292565348137868,3.5449612403100765,3.0445390070921983,2.9403508771929827,0.6266937752452589,,,144.82791699940154,1167.9945822981067,16.0,0.18016710916668496,0.09,2.0,0.14909046214355964,,,0.6666666666666666,0.0,90.0,0.2517613463179859,,,0.4979196753440651,-24.000000000000004,False,0.02,8.22671122165335,6.58623886145638,4.742696168522879,3.851993814737684,,0.0615,0.0155,0.0735,False,0.18473895582329314,False,False,False,0.016079808226878205,0.08179537263473892,0.00629247420085588,0.14088100642480655
30911,950928046,0.10312549019607843,100.0,8.396107660455487,2.203508771929825,0.986666666666667,12.133333333333326,1.049804826388519,,,854.2605999361839,1546.3506064737244,10.0,0.2982966691879145,0.4,2.0,0.7237911025145067,0.5042735042735043,,,315.0,45.0,0.0009756771239498838,0.5263435682616058,,,50.0,False,0.001,0.5012492246643692,0.4763568407305258,0.026644360497319542,0.6611876658943421,,0.0565,0.0235,0.0335,False,0.004016064257028113,False,False,False,0.7069568254408958,0.5993641439205954,1.0,0.536786499235248
30914,950927995,0.07317647058823533,600.0,5.314358974358974,3.072782874617737,1.6848484848484848,3.733333333333333,0.5403582533330462,,,1113.830669864034,1882.0845105713315,83.333,0.923484734219778,0.004,2.0,0.5168950850661627,0.4830769230769231,,,270.0,0.0,1.034471038403748e-11,0.31006528539779604,,,1.6669999999999945,False,0.01,5.438720800210844,4.414374621515508,2.8243022127158715,2.9254538849189125,,0.3545,0.0775,0.08650000000000001,False,0.1104417670682731,False,False,False,0.3924154598360881,0.07655642209745718,0.002843938855314532,0.18598167621107284
30915,950928177,0.12451764705882355,400.0,4.815238095238096,3.493333333333333,0.8799999999999999,2.483333333333334,0.4815877346514898,,,2161.398653674933,955.6855123877831,45.0,1.2449960134597615,0.0,2.0,0.21078431372549025,0.6043956043956044,,,180.0,90.0,0.14001872845103594,0.19673655722432945,,,50.0,False,0.02,4.057229034672461,2.2748057606072143,0.4529541284544322,2.5537414160330387,,0.1215,0.0375,0.1355,False,0.03614457831325301,False,False,False,0.12483087017000816,0.13172521246458918,0.006896551724137946,0.1755410884429808
30916,950928163,0.1972509803921569,700.0,2.316934865900384,1.3087719298245617,0.8666666666666666,1.1333333333333335,0.8535816893487976,,,3158.814441018122,49.585156519965636,57.143,0.6337048157422925,0.098,2.0,-0.751500600240096,-1.0,,-0.2777777777777777,225.0,90.0,7.020003623314743e-09,4.74145400144725e-05,,0.7724953218309855,-25.714000000000002,False,0.02,1.4392854677169804,1.4149412938648245,0.4795984889517518,0.6469332054355916,,0.0835,0.0125,0.0215,False,0.04016064257028112,False,False,False,0.0722762501532644,0.10734161602791642,0.024390243902439046,0.3455105500560045
30917,950928146,0.5266901960784315,2300.0,4.819561403508772,2.3014492753623186,0.8878688524590166,2.0666666666666664,0.4640340299552169,,,1358.0444224788241,79.63804979659449,67.82600000000001,0.2543717100918905,0.0,2.0,-0.7680200058840836,,,,45.0,90.0,1.6791719336016085e-19,,,,-8.261000000000003,False,0.01,6.716295043562712,3.907740862941941,9.29888181356452,6.118453027678986,,0.0585,0.1565,0.17450000000000002,False,0.1469879518072289,False,False,False,0.011558030449986616,0.06702720335215752,0.0047342124662135285,0.07711331160154508
30923,950928389,0.18869411764705887,600.0,8.131217948717946,2.2666666666666666,0.92,1.1757575757575762,0.6709065138744579,,,60.63596860246531,71.0010332922793,45.0,0.12891385585870913,0.0,2.0,0.8308589607635207,,,,270.0,45.0,1.28624004576317e-09,,,,33.333,True,0.001,1.6754616545045158,0.9406029143238348,0.1865105234812368,0.6842141020200155,,0.1175,0.0025,0.0765,False,0.024096385542168672,False,False,False,0.5695315408183719,0.1793638589003263,0.6756756756756757,0.3965069536341164
30924,950928357,,500.0,1.7680200501253134,3.3960784313725507,0.9733333333333334,14.0,1.1395380424180153,,,12.920085091209755,13.748056960288512,32.0,1.712061726517771,0.10099999999999999,2.0,-0.484375,-1.0,,,180.0,0.0,0.007541142565927933,0.047537020754513576,,,24.0,True,0.001,0.32953524415296115,0.4682829959723813,0.053288720994639084,0.18092199813029256,,0.0645,0.0045000000000000005,0.1305,False,0.008032128514056226,False,False,False,0.3926739926739927,0.2790138640429338,1.0,0.8006964267033312
30928,950928339,0.33416078431372553,1300.0,6.206084142394822,2.8666666666666667,1.310387596899225,3.8476190476190486,0.371863739372696,,,67.8251768321993,2643.994992153905,83.846,0.09268063632399758,0.081,2.0,0.6051487414187643,0.5773955773955773,,0.9008264462809918,180.0,45.0,2.536750339571389e-13,0.003840216230853388,,0.04316377593140548,19.230999999999995,False,0.02,6.690732444522178,3.2214640584996577,1.6785947113311313,2.0679932634771623,,0.0535,0.1115,0.0085,False,0.0863453815261044,False,False,False,0.06176062074276269,0.08317353501667459,0.2352156514006225,0.2497527108489949
30940,950928454,0.2956549019607844,1000.0,8.057021276595746,1.8909090909090909,0.986666666666667,12.133333333333326,0.5167569195038246,,,12.915338263239475,17.18616256225322,22.0,0.7421163475125048,0.0,2.0,0.3505434782608696,-0.2857142857142857,,,90.0,135.0,0.003660012010639837,0.5031076042269801,,,10.0,True,0.005,3.332584922740822,1.0435444349901772,0.053288720994639084,0.2916681909251989,,0.1305,0.1085,0.14250000000000002,False,0.004016064257028113,False,False,False,0.3178176465126304,0.20726053072901252,0.0,0.7764218223011765
30941,950928420,0.12023921568627452,900.0,2.288276899924756,2.5809523809523816,1.9793197278911565,2.5523809523809526,0.299121957212966,,,106.9947026826213,71.17198653914674,41.111,1.3640388775230443,0.165,2.0,0.364124597207304,,,,0.0,90.0,4.4000281161774846e-12,,,,5.555999999999997,True,0.01,1.612666574252771,1.408885910296216,1.9183939558070071,1.4550514637508984,,0.34450000000000003,0.2425,0.013500000000000002,False,0.06559571619812582,False,False,False,0.755716397601413,0.15047220293879435,0.230716723549488,0.3422049944630429
30943,950928373,0.31276862745098044,0.0,7.733333333333333,7.466666666666669,0.76,2.2333333333333343,0.926841045195096,,,925.23159282926,437.15076214678885,,0.2415644788585574,0.494,2.0,0.7307692307692308,,,1.0,225.0,135.0,0.001686609123072682,,,0.2522154963555042,,False,0.001,0.5662671396152907,0.11707074899309533,0.4795984889517518,0.037280896584423934,,0.0345,0.0695,0.0795,False,0.03614457831325301,False,False,False,0.3471774877097813,0.5445601851851851,1.0,0.9188311688311688
30946,950928487,0.31276862745098044,1000.0,5.4502368961014716,4.092765382014875,2.299191456903127,9.550617283950617,0.2745308970371805,,,61.40508446596851,60.1730517171791,25.0,0.21420892615512646,0.0,2.0,0.3255881498693001,0.25091575091575097,,,0.0,0.0,3.745413287844939e-09,0.4361906643740697,,,18.0,True,0.001,14.408970228738834,20.59234105564756,18.75762979011296,6.870649941117656,,0.1555,0.0585,0.0165,False,0.19500223114680945,False,False,False,0.19911746530961247,0.08904294808732728,0.11265803503427275,0.2629658949236576
30949,950928621,0.20580784313725492,200.0,9.872737127371275,6.454618473895582,0.9200000000000002,3.933333333333333,0.7751494140829013,,,333.87713146478364,565.9347992660339,65.0,0.24334016931327776,0.081,2.0,0.3661389413988659,,,,180.0,45.0,0.050283833600839566,,,,50.0,False,0.02,2.3745431673956205,2.1678273175617995,0.15986616298391726,0.13157963500384914,,0.6475,0.0285,0.0175,False,0.024096385542168672,False,False,False,0.5687712120662095,0.3330335005617324,1.0,0.8146286255724589
30963,950928878,0.1544666666666667,200.0,3.9646213895394222,10.631372549019607,1.5837254901960784,9.808333333333335,0.5795620631920544,,,5866.6189725749255,61.23112634876904,25.0,0.3462685992985477,0.28300000000000003,2.0,0.4998579141801648,,,-0.5666666666666667,0.0,0.0,7.1389972701859544e-06,,,0.570491373139854,-30.0,False,0.005,2.274515605932664,2.8944733457948053,4.662763087030919,0.8048287674402106,,0.6685000000000001,0.07050000000000001,0.0035,False,0.0606871932173137,False,False,False,0.28920253195914203,0.17120121657431936,0.4700504571114552,0.4817801753725989
30966,950928833,0.0517843137254902,300.0,1.6504761904761904,0.9035460992907802,0.8748148148148148,1.9904761904761896,0.5459484178102267,,,155.59902158771246,3160.647021401612,50.0,5.474385107618255,0.027000000000000003,2.0,0.3578947368421053,,,0.7230769230769231,180.0,135.0,1.3945225999305685e-05,,,0.43938684527506106,50.0,False,0.01,2.4317811608994235,2.8884179622261965,3.6236330276354582,2.7916812559983333,,0.2745,0.0455,0.0045000000000000005,False,0.04819277108433735,False,False,False,0.19558396200631187,0.17786833051062173,0.5141388174807198,0.20043554076090184
30968,950928785,0.08601176470588237,1400.0,1.7277758719268157,7.3128205128205135,1.5324999999999998,4.633333333333334,0.5505829428935846,,,84.22196442851056,138.3159199810006,30.714,0.7457584399494207,0.013000000000000001,2.0,-0.2263736263736264,,,-0.472972972972973,90.0,0.0,0.002835924429956396,,,0.5340222866535314,17.857,False,0.001,4.781873146604099,2.6280364687760365,3.7834991906193753,4.141469011746152,,0.8494999999999999,0.0775,0.0825,False,0.09538152610441766,False,False,False,0.07507743297168405,0.08967087021435424,0.22061418990469472,0.15605078312589038
30970,950929025,0.3042117647058824,600.0,8.575041666666667,6.556596173212488,4.09587437544611,1.9299270072992705,0.2018599971639166,,,30.33606734908385,33.37097106192049,48.333,6.245915958211633,0.0,2.0,0.17286128515522028,0.2870703764320785,,,45.0,0.0,0.00035497793992170874,0.003724400274811979,,,8.333000000000006,True,0.001,82.17931024591601,63.405921346898346,63.600088507101745,74.04863259233284,,0.0945,0.2355,0.0805,False,0.2215261044176707,False,False,False,0.007051213410435559,0.030393574977213095,0.05978244028515345,0.1609528914902444
30971,950928997,0.06461960784313726,2000.0,3.2242218088404635,6.080503144654089,2.495897435897436,3.1508771929824566,0.2530297896215018,,,504.96211142665175,669.4017681338428,40.5,0.06126270481749874,0.0,2.0,0.3014102501105597,0.4628422425032594,,,180.0,45.0,2.6999936665530382e-11,0.2451813275345989,,,39.0,False,0.02,16.91910631278424,10.053955185079444,7.5137096602441105,3.7456336097762386,,0.9165,0.1045,0.1505,False,0.16626506024096388,False,False,False,0.09798043231079692,0.08609166218665842,0.36840377513336064,0.2260009431687483
30972,950928979,0.4026156862745099,800.0,1.8629571303587051,0.8606060606060606,0.6141293532338311,0.8333333333333333,0.2564645313012117,,,50.11167811907996,62.89842228364562,57.5,4.449609632774671,0.0,2.0,0.3018923713778829,,,0.0,180.0,90.0,2.074537128447304e-09,,,1.0,3.75,True,0.02,8.458997447717326,7.819518648262952,3.3305450621649433,4.266469664999809,,0.1265,0.0045000000000000005,0.07250000000000001,False,0.08969210174029453,False,False,False,0.1824762211891209,0.06936451454120347,0.01031452947917999,0.11046046888032196
30973,950928962,0.21864313725490198,500.0,2.2263597041998047,1.0534798534798535,3.2980790960451984,2.6414414414414407,0.23560312312571824,,,33.19154056283111,441.7264924889168,14.0,1.4429983073597088,0.0,2.0,0.08515619773897923,-0.1521739130434783,,,180.0,0.0,0.1702289781960506,0.6854962152850812,,,12.0,False,0.02,14.869652720143227,7.575284844329082,2.0516157582936048,2.197379904564281,,0.0845,0.0675,0.0945,False,0.1184738955823293,False,False,False,0.1591013055592924,0.08404738309973722,0.4417871222076215,0.3774287783076576
30974,950928945,0.1972509803921569,700.0,12.289983579638752,6.426881720430107,2.5725490196078438,1.7689291101055806,0.510946900212212,,,30.454510692177386,35.439665611879185,47.143,4.17537836432166,0.0,2.0,0.2884615384615384,0.09401709401709407,,0.12244897959183665,270.0,90.0,0.0816961720359506,0.912256421277834,,0.35515651228064704,10.0,True,0.001,6.7863143365867815,3.661488597818533,14.57446519203379,22.216124873441558,,0.0965,0.2285,0.0645,False,0.16917670682730926,False,False,False,0.11910703835012892,0.18997173407945536,0.11163844517794376,0.1626324818799373
30975,950928926,0.15018823529411768,500.0,4.8203412195247655,20.17924944812362,2.2105747126436786,1.932456140350877,0.2312933808784536,,,57.8407072484092,55.104764611508216,52.0,1.2346314145218018,0.0,2.0,0.2893392582748453,,,,180.0,0.0,3.1712883689930264e-10,,,,6.0,True,0.001,32.443383851835044,33.508474207489236,15.000774959990904,18.348780101286767,,0.1005,0.2355,0.1025,False,0.15350290049085227,False,False,False,0.03530393969959165,0.04094476329194892,0.10874299659301777,0.07241774282827723
30976,950928910,0.2571490196078432,1000.0,2.6452155625657205,2.6231023102310225,0.8909803921568628,1.1356321839080459,0.3163383247150605,,,31.107283051569357,70.75835188070592,47.0,1.2518753180684874,0.0,2.0,0.3328424153166421,,,,270.0,135.0,3.732424962401032e-07,,,,6.0,True,0.001,6.0038765224765465,4.125734671411841,0.7460420939249472,1.9835629976830256,,0.1305,0.0605,0.1455,False,0.02275769745649264,False,False,False,0.15074710690369222,0.123495598909809,0.08780487804878058,0.2405290488237525
30979,950929145,0.056062745098039234,400.0,4.3106642728904845,3.0484848484848484,1.5619047619047621,1.21323155216285,0.2911840230507237,,,12.030401739848696,14.490296361294105,45.0,0.8567335393108888,0.0,2.0,0.3379694019471489,0.30769230769230765,,0.2775919732441471,0.0,135.0,4.8718912351550486e-05,0.0008081472139375818,,0.01368930885424787,25.0,True,0.005,7.4181550998277865,14.339148290464639,1.625305990336492,3.8914677052388384,,0.6695,0.0965,0.0795,False,0.04551539491298527,False,False,False,0.13652984149999778,0.08158715064052004,0.04260915307732782,0.5525656589876383
30980,950929128,0.10312549019607843,500.0,0.8189149634115571,0.32941176470588235,0.7637037037037037,1.3777777777777775,0.30945902178733026,,,90.63476694117156,63.19870704172858,32.0,2.0744326928012677,0.0,2.0,0.21305815559306412,,,-0.40909090909090906,45.0,135.0,5.433550238219976e-07,,,0.6123220680887901,4.0,True,0.001,7.620988766127671,7.387567953702222,4.289742040068447,3.8673447721547993,,0.2225,0.0625,0.2075,False,0.14323962516733602,False,False,False,0.04555463342848715,0.02356985787945741,0.20900988046707655,0.10516511220495847
30984,950929055,0.038949019607843145,600.0,3.916027041081644,0.9507246376811592,1.4166666666666663,0.6408602150537633,0.40002100479759095,,,58.58482979607871,77.82077422405915,50.0,1.213642631357895,0.0,2.0,-0.37878024193548376,0.2226720647773279,,,270.0,0.0,1.4467388458606567e-05,0.6532734400291393,,,5.0,True,0.001,5.966088332590541,6.150251244516578,9.245593092569884,7.3925824932995905,,0.4165,0.2445,0.1085,False,0.1179718875502008,False,False,False,0.092560682979323,0.0127979376919702,0.2561803936335065,0.06152899322331131
30985,950932115,0.1544666666666667,600.0,0.8194904458598727,1.4068728522336766,0.7314492753623191,0.3428571428571428,0.2296939974540031,,,35.513417823323685,37.40361514013234,60.0,4.2817297036335376,0.0,2.0,0.1560480147737765,,,,270.0,90.0,0.0008883666579763567,,,,5.0,True,0.001,6.8707820551555,8.972059987488082,7.114044252784318,4.748928326680589,,0.1175,0.0585,0.1005,False,0.14698795180722893,False,False,False,0.12263549317358395,0.05062732375218177,0.2503620076082955,0.155658917505819
30986,950929212,0.6037019607843138,300.0,2.6361904761904764,1.5338422391857505,0.9542028985507248,0.9333333333333332,0.8013664927801597,,,51.194673992871635,45.58470133410971,53.33300000000001,0.07920678918869506,0.005,2.0,-0.4025287356321839,,,0.4166666666666666,315.0,45.0,0.004962465050778318,,,0.5557890373213671,3.333000000000005,True,0.001,2.1305870591609657,3.8693901003407536,1.0124856988981423,0.5559239578912626,,0.8414999999999999,0.0345,0.052500000000000005,False,0.04417670682730923,False,False,False,0.1577855405426056,0.2464948680802793,0.08488063660477453,0.4150107946810412
30987,950929192,0.2571490196078432,1700.0,2.1284687938992577,1.933333333333333,1.28,1.6553459119496856,0.4191001253159742,,,2994.557787610997,4367.651400712306,58.824,0.7034973997439309,0.01,2.0,0.1870955278663189,,,,180.0,0.0,0.003137273993868493,,,,-23.529,False,0.01,10.591251632902674,7.920441707739759,7.167332973778957,7.970436390358162,,0.052500000000000005,0.2445,0.0535,False,0.11887550200803212,False,False,False,0.1119782985524344,0.025849829501291232,0.026213142031041192,0.05214015502097153
30988,950929176,0.1330745098039216,500.0,2.924702093397746,0.7511387163561076,0.6133333333333333,0.3333333333333333,0.3577217010839517,,,36.27550112979521,39.99894868377868,58.0,0.2329036764460458,0.0,2.0,0.36664659843467773,0.2011834319526627,,,270.0,0.0,1.5081370371199043e-06,0.1462048609022721,,,6.0,True,0.005,5.780481635209278,7.851814027295531,3.8367879116140142,3.1381742948418014,,0.0945,0.07250000000000001,0.1575,False,0.0502008032128514,False,False,False,0.07520842598061124,0.04384500741266624,0.003466204506065829,0.1616568914956011
30989,950929161,0.23147843137254906,500.0,1.5241422430636968,0.7865877712031557,0.6788888888888889,0.7333333333333333,0.2713536019514157,,,43.22145412845767,54.3835069413669,30.0,2.8824234248619933,0.0,2.0,0.2934936350777935,,,,135.0,135.0,7.663578355272294e-10,,,,10.0,True,0.001,7.7738086516960765,8.917561535370606,3.810143551116695,2.5186535133653454,,0.7324999999999999,0.0655,0.2015,False,0.07128514056224901,False,False,False,0.04670208279150983,0.014202290674563519,9.779951100252758e-05,0.2077514545146632
30993,950929260,0.2571490196078432,1100.0,4.3881561045470825,1.6914171656686632,1.497948717948718,1.342857142857143,0.4591840812639269,,,47.37619883585128,52.76518927900125,46.364,0.5476084990611836,0.0,2.0,-0.2906518624641833,0.0367892976588629,,,270.0,0.0,0.0006324005912138487,0.7764531038927969,,,5.454999999999997,True,0.001,8.208928544059935,13.418729988036167,4.795984889517518,5.038403523689056,,0.1145,0.2325,0.1265,False,0.10341365461847388,False,False,False,0.046394745553850925,0.06382435770993244,0.054054054054053946,0.09528904355839103
30994,950929243,0.42400784313725504,800.0,2.476833243775747,1.8303030303030308,0.8000000000000002,0.7824561403508773,0.27295496077912346,,,53.44094105829837,60.749210676592035,56.25,7.029694559899077,0.0,2.0,0.3264221158958001,0.4916387959866221,,,270.0,90.0,2.945752074638589e-09,0.0024695947846610803,,,21.25,True,0.001,10.019983115214236,10.936022724906733,3.810143551116695,4.635989139968952,,0.0085,0.2325,0.1865,False,0.10542168674698793,False,False,False,0.030643108070586293,0.00997343090364981,0.3600128318229208,0.12757233488972375
30998,950929383,0.13735294117647062,300.0,2.704022743425729,2.9948717948717944,0.9610256410256408,1.7706666666666668,0.7715874334988799,,,7.6248075603799785,20.03519462461928,50.0,4.6023972903387955,0.0,2.0,-0.1864293659621802,-0.4583333333333334,,0.2380952380952381,270.0,45.0,0.19321064402305055,0.30042191132522666,,0.2958309330004418,20.0,True,0.02,2.5323644310371733,2.1678273175617995,1.17235186188206,4.196293859664421,,0.5774999999999999,0.0305,0.0895,False,0.033467202141900944,False,False,False,0.047591453914275404,0.0850084659001418,0.06400000000000006,0.5338848497734383
30999,950929367,0.13735294117647062,600.0,3.1885454027896394,1.5323943661971833,1.367878787878788,1.1333333333333333,0.5190884486877559,,,23.11039888785572,22.962575977492328,51.667,0.09445601899840764,0.0,2.0,0.3958677685950413,,,,270.0,0.0,1.9620162225434376e-08,,,,11.667000000000002,True,0.001,4.451782193776343,8.15458320572595,1.4654398273525748,1.7478161516344628,,0.1605,0.2485,0.1665,False,0.0575635876840696,False,False,False,0.09906541333852166,0.08461634471904447,0.5294117647058822,0.4179708695218866
31000,950929352,0.07745490196078432,800.0,3.319052132701421,0.7314711359404097,1.3959075907590757,1.5,0.4159305542329225,,,22.085622151815805,29.939609130860404,55.0,4.254201763550606,0.0,2.0,0.38162544169611307,0.2655086848635235,,,270.0,45.0,1.3548611966892681e-05,0.002281672960326625,,,10.0,True,0.001,5.478176116121231,8.138435516209661,3.383833783159582,5.223711509652811,,0.1245,0.2425,0.1125,False,0.06693440428380189,False,False,False,0.0840899826655813,0.057363094119857135,0.5375827364221597,0.3001865468644407
31001,950929335,0.20152941176470596,800.0,1.2505050505050506,1.14,1.5839737274220032,0.21212121212121213,0.2260541500993629,,,27.342781344951078,35.354569482366145,55.0,6.692782108653555,0.0,2.0,0.03974221267454359,0.1505016722408026,,,270.0,90.0,0.3700175860584003,0.03277771108574544,,,10.0,True,0.001,15.430918481685369,16.107320292498287,8.925860766602046,11.977036276225366,,0.0965,0.2325,0.0765,False,0.13453815261044175,False,False,False,0.01379716357164489,0.011267436979312352,0.08597547456210664,0.18128783473021964
31002,950929316,0.12879607843137258,600.0,7.146755614854348,2.684848484848485,0.8725925925925926,0.6364779874213838,0.41666586891574414,,,24.94890255490748,36.7440087430804,61.667,0.41269231832847786,0.0,2.0,0.6089808393088045,0.5006747638326586,,,315.0,45.0,8.0264832673219e-11,0.0049031360714441525,,,8.333000000000006,True,0.001,5.136970989797593,9.654299869551293,2.5578586077426757,4.274145143708366,,0.14250000000000002,0.2405,0.1085,False,0.053212851405622486,False,False,False,0.12970055626333035,0.12107932287416273,0.030769230769230663,0.2497915366356365
31003,950929526,0.18869411764705887,500.0,4.506103077493512,2.6853994490358133,1.539502487562189,2.2370370370370374,0.576346309699355,,,59.34197889755331,74.20655586451706,52.0,0.9444703306542259,0.0,2.0,0.5770020533880903,-0.28440366972477066,,0.8181818181818181,270.0,45.0,5.9633262350094375e-09,0.5679594491419889,,0.017381681145675322,24.0,True,0.005,3.9699827727297716,5.657746714269763,2.797657852218552,2.3640474422358233,,0.2615,0.0225,0.1365,False,0.13453815261044175,False,False,False,0.08603584744881712,0.0483586303387924,0.14174953649081412,0.20665651937307286
31004,950929510,0.056062745098039234,400.0,3.054970760233919,2.313333333333333,1.3155555555555556,0.8242424242424241,0.6780348759965243,,,7.705131366998434,8.731150156375536,55.0,6.898783337949403,0.0,2.0,0.28895184135977336,,,0.5029585798816568,315.0,135.0,0.02103369839095311,,,0.01916430929269879,5.0,True,0.005,3.982764072250038,4.162066972823491,0.7726864544222668,1.400226615832628,,0.6125,0.0125,0.0915,False,0.07228915662650602,False,False,False,0.06485103123098591,0.0937755764400417,0.11011235955056176,0.7460985501192279
31006,950929477,1.048658823529412,200.0,3.172549019607843,2.113725490196078,0.9276190476190476,0.8666666666666667,0.6121571584321918,,,46.50536677739601,41.3014906071697,65.0,2.9995801381708365,0.0,2.0,0.4880952380952381,-0.25409836065573776,,,270.0,0.0,4.099527323701924e-08,0.7180471281338904,,,10.0,True,0.001,4.032222144306722,2.5351872540573748,4.023298435095251,2.552644919074673,,0.1165,0.013500000000000002,0.1755,False,0.11244979919678716,False,False,False,0.08614398465868232,0.08568455577719808,0.02503248159376348,0.2522697723096933
31008,950932179,0.20580784313725492,400.0,1.5020833333333332,1.5481481481481485,0.9066666666666664,1.0666666666666669,0.4085089880915857,,,37.04363926026252,40.10631142511371,55.0,4.716465566220078,0.0,2.0,0.3185595567867036,,,,180.0,90.0,1.3361137949220445e-09,,,,15.0,True,0.01,1.6954671667971069,1.1828182570681698,0.29308796547051497,0.5087745886815499,,0.3845,0.0415,0.07050000000000001,False,0.014056224899598391,False,False,False,0.8920726443697309,0.2945257792118633,0.1384615384615384,0.5812934041416584
31011,950929413,0.1544666666666667,700.0,2.4113442412576203,2.4995433789954338,1.578850574712644,1.1523809523809525,0.5149855747312346,,,19.901022508739555,24.13520089634563,50.0,3.830573407634081,0.0,2.0,0.33252279635258364,-0.02755905511811032,,0.5598086124401914,45.0,45.0,7.384292323830429e-05,0.9060925897154172,,0.026596885864201805,20.0,True,0.001,3.3098008670742605,4.914952996520468,1.1457075013847404,2.025229882100912,,0.3235,0.1645,0.1415,False,0.058232931726907626,False,False,False,0.17891633205556534,0.1032449051652033,0.2169720347155255,0.41737962349824986
31012,950929397,0.15018823529411768,600.0,10.568456865127583,6.9873370577281175,1.7030952380952382,4.251318944844123,0.578555225656677,,,25.718828073688307,27.684358135816463,50.0,0.12843804467782807,0.0,2.0,-0.06752622377622383,0.3498034811903425,,,270.0,0.0,0.629477760681956,0.2756536689228318,,,5.0,True,0.001,10.158354575237992,25.17828487827364,4.263097679571127,7.782935410477678,,0.2625,0.2435,0.0805,False,0.08755020080321284,False,False,False,0.06331450210393541,0.115745109483554,0.2908265456002137,0.3260690648468845
