,ecephys_unit_id,c50_dg,area_rf,fano_dg,fano_dm,fano_fl,fano_rf,f1_f0_dg,g_dsi_dg,g_osi_dg,width_rf,height_rf,azimuth_rf,mod_idx_dg,p_value_rf,pref_tf_dg,run_mod_dg,run_mod_dm,run_mod_fl,run_mod_rf,pref_dir_dm,pref_ori_dg,run_pval_dg,run_pval_dm,run_pval_fl,run_pval_rf,elevation_rf,on_screen_rf,pref_speed_dm,firing_rate_dg,firing_rate_dm,firing_rate_fl,firing_rate_rf,on_off_ratio_fl,time_to_peak_dm,time_to_peak_fl,time_to_peak_rf,pref_tf_multi_dg,sustained_idx_fl,pref_dir_multi_dm,pref_ori_multi_dg,pref_speed_multi_dm,lifetime_sparseness_dg,lifetime_sparseness_dm,lifetime_sparseness_fl,lifetime_sparseness_rf
30300,950917792,0.009000000000000001,100.0,5.79686274509804,5.933333333333333,1.448333333333333,1.6833333333333331,1.4273133300317078,,,1193.273044118014,16077.818652422313,10.0,0.14183175168565104,0.0,2.0,-0.9356060606060606,,,,90.0,90.0,0.00025791147984303823,,,,-30.0,False,0.01,0.5212547369569605,0.1776245846791791,1.572017269341853,2.779619789456313,,0.0555,0.0825,0.0275,False,0.0428380187416332,True,False,False,0.3736289577559419,0.42625,0.01426126640045644,0.22138650523456568
30301,950922580,0.009000000000000001,200.0,4.585525846702317,2.9333333333333345,2.346666666666668,2.0619047619047617,1.25615628479916,,,84.2040112362746,2072.281696865037,10.0,1.14444031753022,0.0,2.0,0.048001167201634144,-0.472972972972973,,,180.0,45.0,0.8509765905921951,0.20681329174671226,,,35.0,False,0.001,2.296188244249638,1.8045043034452968,1.2522849433740186,1.9265451558480244,,0.8414999999999999,0.018500000000000003,0.1695,False,0.0502008032128514,False,False,False,0.008512935696935309,0.0667718952734013,0.008115419296663706,0.2787184795456307
30304,950917893,0.2528705882352942,2200.0,2.7342654508611948,2.415315315315315,1.4987265917603,0.9768115942028984,0.8168112227230534,,,49.271065541488845,59.90370942520124,65.455,1.866892212677033,0.0,2.0,-0.17596566523605156,,,-0.7045454545454546,135.0,135.0,0.1906562494278139,,,0.207360213416666,36.364,False,0.005,2.6179435669554803,6.850657277285613,3.5436999461434997,3.2719469237623815,,0.34650000000000003,0.0995,0.1675,False,0.08935742971887549,False,False,False,0.11030972231067857,0.34915407389862624,0.2054377599675357,0.3682761798204057
30305,950917880,0.7149411764705884,1000.0,9.381839587932305,6.768044077134986,1.8835897435897435,3.8266666666666667,0.5474671746555421,,,642.5504754539323,72.33779048066455,65.0,6.098723785902253,0.0,2.0,0.4051314142678347,0.2230769230769231,,,315.0,45.0,0.0041495632390149036,0.6037606855784209,,,-26.0,False,0.02,7.726017705663775,4.31950694560731,2.2114819212775223,5.060333462856366,,0.1175,0.0695,0.2105,False,0.06827309236947791,False,False,False,0.011706531403859927,0.08050062779851985,0.12032742155525232,0.16474230670490395
30306,950917865,0.7277764705882355,100.0,6.1063640184951655,1.5031963470319634,1.6728455284552846,1.6280701754385964,0.6996666526757281,,,660.2257320378341,3616.8388617416213,90.0,1.989131985676826,0.569,2.0,0.4292618859994746,,,-0.6388888888888888,180.0,0.0,0.0043165962220744255,,,0.27546223838841155,-30.0,False,0.02,4.326192033272854,2.704737993978409,1.5986616298391727,1.8662378231379269,,0.3265,0.0475,0.0175,False,0.0823293172690763,False,False,False,0.020038722408493092,0.08263456856911007,0.237022526934378,0.16798634828048825
30307,950917851,0.3598313725490197,300.0,3.9645938375350136,4.522737306843268,5.205591397849463,4.933333333333334,0.8869570154554008,,,3504.9382027620286,5665.418712145172,20.0,0.27805658299705216,0.066,2.0,0.1497425629290618,,,,270.0,45.0,0.3452011517993002,,,,50.0,False,0.001,4.497906013784262,4.805956092285517,2.9575240152024693,2.7675583229142937,,0.2145,0.0455,0.1985,False,0.08299866131191433,False,False,False,0.01108390412703754,0.17612133462048993,0.027061649319455542,0.22584775248833036
30309,950917982,0.038949019607843145,1200.0,8.847222222222221,1.534959349593496,2.8202298850574707,2.7602836879432626,1.065435229159598,,,804.5173421100748,50.14785152250458,50.0,0.00741964904295577,0.0,2.0,0.3551020408163265,,,-0.8586956521739131,135.0,135.0,0.09121092959556404,,,0.013315508016542715,-14.166999999999994,False,0.02,3.4987418165042885,1.3321843850938433,1.3588623853632966,3.4144915283498847,,0.0075,0.0795,0.1205,False,0.05823293172690761,False,False,False,0.02342405192212027,0.12676495016611294,0.0369811320754716,0.25498791109089425
30310,950917945,1.0401019607843138,900.0,6.120159872102318,7.725925925925927,3.2495238095238097,1.6539007092198583,0.6890648899832252,,,842.270992552976,918.4238855981401,73.333,3.072685707565684,0.0,2.0,0.4858469703670942,0.8076923076923078,,0.4965034965034965,0.0,90.0,0.00019277647852722425,0.11270786722773728,,0.28786051221421377,-20.0,False,0.01,7.101401155195093,4.537500754077212,2.0782601187909244,5.171079655651272,,0.2595,0.0285,0.0665,False,0.05622489959839359,False,False,False,0.0056284461207222036,0.06997562148474587,0.0117647058823529,0.15270053611051124
30325,950918134,0.038949019607843145,500.0,3.2862100456621004,4.035897435897435,0.77009009009009,1.5777777777777775,1.3262387720061046,,,998.611707040584,939.2360694329744,84.0,0.2944942724230054,0.001,2.0,-0.3299549549549549,,,-1.0,135.0,0.0,0.2520655296356237,,,0.004774414123751077,28.0,False,0.02,0.8763525801504548,0.5409475987956819,3.090745817689067,2.0208438942674496,,0.035500000000000004,0.0875,0.0215,False,0.07329317269076306,False,True,False,0.011727202281287572,0.289021164021164,0.14143646408839786,0.16931752436745864
30328,950918222,0.16302352941176473,400.0,0.21932681867535286,0.5024815560026827,0.7558817533129459,2.3372549019607844,0.11107308999080533,,,89.91862161239739,52.11852290537152,35.0,2.720305692852826,0.0,2.0,-0.018313064504658274,,,,90.0,45.0,0.1871370929574921,,,,35.0,False,0.005,30.06661784974024,28.36341663536165,39.5402309780222,1.558122177837247,,0.2375,0.0395,0.0275,False,0.20672162333544705,False,False,False,0.038078242391072666,0.0063605845601497546,0.18799542526144308,0.2639591564133712
30329,950918206,0.31704705882352946,1200.0,0.3844725738396624,0.42705946535733774,2.280906148867314,0.9025641025641026,0.1818003532561086,,,653.9461536462768,139.44964734796582,33.333,6.7122468530145785,0.0,2.0,-0.06338028169014077,,,,90.0,90.0,0.00038130837401813885,,,,30.833000000000002,False,0.01,34.85682662646625,34.89313858351102,18.8109185111076,1.1381638427832952,,0.3225,0.0495,0.1955,False,0.18765972982840448,False,False,False,0.0472160147544158,0.011082688807597146,0.347941373389989,0.26110019971532283
30465,950920461,1.0144313725490195,400.0,4.569470404984424,5.224242424242425,1.1923809523809523,2.7333333333333334,0.6459343022199298,,,127.54832342008795,277.2340268901354,15.0,0.23382997066824301,0.0,2.0,-0.789738430583501,-1.0,,,135.0,0.0,1.018419661010844e-09,0.028072294218227812,,,45.0,False,0.005,0.9113622266624894,0.9002336905331123,0.2664436049731954,1.0559265709058894,,0.0555,0.0095,0.1105,False,0.028112449799196783,False,False,False,0.6175455058082925,0.21569961952243505,0.2758620689655173,0.4260505741738342
30466,950920446,0.18869411764705887,1100.0,3.1723839009287933,2.892307692307692,0.9307103825136612,2.2881720430107526,0.3226979391636685,,,61.40360022800928,262.660012281012,20.909000000000002,0.06389767362820473,0.0,2.0,0.2496774193548387,,,0.35897435897435903,270.0,135.0,7.998898307290061e-05,,,0.1311566533645176,26.364000000000004,False,0.001,6.842440912740996,4.684848420913349,6.154847274880813,3.833353366445472,,0.1725,0.0735,0.0985,False,0.09799196787148597,False,False,False,0.0968906752583568,0.0950688462415402,0.0063142163272931215,0.12805329810098562
30467,950920500,0.13735294117647062,700.0,1.5187485779294652,1.8740740740740744,1.3103875968992251,0.8222222222222223,0.1888658223448909,,,21.53132594593927,22.61288431863069,27.143,2.4635583198125017,0.0,2.0,0.22221137077084055,,,-0.1216216216216216,270.0,45.0,6.487169870930649e-10,,,0.6148720143208375,5.713999999999999,True,0.01,6.237274165890112,3.2678886658589885,1.9983270372989657,6.429858163854761,,0.2305,0.0415,0.0845,False,0.0863453815261044,False,False,False,0.5817024285544752,0.1362110318301518,0.042116254785937945,0.4598482294832614
30469,950922802,0.7406117647058825,500.0,3.2114285714285717,1.8708333333333331,1.7752380952380948,0.6666666666666666,0.6506881953090129,,,117.49126932016488,2321.550422245515,18.0,2.494216144580541,0.802,2.0,-0.5817064768029399,,,-0.5357142857142857,90.0,45.0,8.63414204578259e-10,,,0.4364638494982228,46.0,False,0.001,2.602383724061242,4.093439292379264,2.6111473287373155,2.1217216144370674,,0.2895,0.1395,0.14450000000000002,False,0.06559571619812582,False,False,False,0.22968282158512235,0.07776171417125384,0.0,0.08803275054573624
30470,950920582,0.01327843137254902,1000.0,2.6733333333333333,1.9619047619047625,1.6433333333333335,1.6761904761904762,0.6747112411095212,,,823.9309933868941,57.250155482155314,70.0,0.8553933888539742,0.038,2.0,-0.6377952755905512,,,,225.0,45.0,1.856240935811763e-06,,,,45.0,False,0.02,1.5143061388141974,1.4512735952764748,0.3996654074597932,0.3618439962605852,,0.018500000000000003,0.0395,0.0295,False,0.0321285140562249,False,False,False,0.14364032632906515,0.11078784684633354,0.008849557522123908,0.4856990516814563
30471,950920568,0.5095764705882354,600.0,0.8461562998405103,1.2171617161716173,1.0642424242424244,0.6,0.5000239284501892,,,4237.937868824908,1647.6524731027278,80.0,1.0890460791274337,0.7390000000000001,2.0,0.1369890329012961,-0.5159574468085106,,,135.0,0.0,0.0330901668145643,0.18878682493167906,,,-25.0,False,0.005,5.013047955318486,5.064319124546142,4.07658715608989,3.838835851237299,,0.2345,0.0425,0.2225,False,0.10174029451137884,False,False,False,0.015357594876534918,0.021112327789388288,8.543357539503305e-05,0.06939449101905991
30473,950920539,0.01327843137254902,500.0,11.949530661185337,2.5181434599156116,2.624761904761905,2.5880952380952382,0.6805057347617278,,,77.28951398309916,212.98470021063,14.0,2.219155721548064,0.0,2.0,0.598688572902085,0.51417004048583,,0.07692307692307687,270.0,135.0,1.0718884028767152e-09,0.2706538810249057,,0.9356650316820296,42.0,False,0.02,5.458726312503434,2.601796473312066,0.7726864544222668,2.3684334300692846,,0.4535,0.2265,0.0765,False,0.028112449799196797,False,False,False,0.5203957129713092,0.15611674335507575,0.33465346534653473,0.4884488514505584
30474,950920526,0.06461960784313726,200.0,4.549823963657012,0.9512437810945276,1.904561403508772,9.366666666666664,0.6138258506808061,,,7713.282887181723,46.275236349398405,55.0,0.6668473904760763,0.7240000000000001,2.0,-0.7808136004857317,,,,225.0,90.0,5.935437236279248e-10,,,,50.0,False,0.005,2.459566594639133,3.3284425015450725,0.7726864544222668,0.3530720205936619,,0.0535,0.0105,0.0335,False,0.07630522088353414,False,False,False,0.07708682178076767,0.029268662964142045,0.17570498915401297,0.6440933398152648
30476,950920593,0.9416980392156864,300.0,3.6,4.766666666666667,0.7756776556776556,0.4859649122807018,1.231850873087836,,,13.723206859051885,25.703030987674328,10.0,0.9016145536373736,0.0,2.0,-0.35650623885918004,,,,45.0,90.0,0.17068693714157387,,,,30.0,False,0.01,1.0091669534262688,1.0738213528332192,2.9575240152024693,2.0372913486429307,,0.0925,0.0735,0.0815,False,0.052208835341365466,False,False,False,0.13544585202628756,0.2331539884497383,0.5806934684944132,0.7012630064396131
30477,950920651,0.06034117647058825,1200.0,16.01922480620155,3.997994987468672,0.8666666666666669,3.2561403508771933,0.8923815810239855,,,31.22658601571896,50.67329988994176,20.833000000000002,1.0039741186688635,0.0,2.0,0.9625892197883336,0.4482758620689655,,,315.0,0.0,1.357402620005024e-09,0.27495849095385866,,,25.833000000000002,False,0.01,2.0377837104703347,5.1167991154740795,1.5187285483472142,2.1041776631032207,,0.1965,0.0645,0.1235,False,0.032128514056224904,False,False,False,0.1900054714059263,0.11668380172967355,0.2800423504499736,0.4044398485527012
30484,950920669,0.1929725490196079,1100.0,11.139553390174584,10.213026819923373,1.256231884057971,5.963218390804597,0.42878588152237257,,,1450.6217165849241,93.08914091407604,67.273,3.1663279033701923,0.073,2.0,0.6925011296438184,0.7090909090909091,,,180.0,45.0,3.758435350352513e-12,0.011165957222557388,,,-21.818,False,0.001,8.183365945019402,10.10845363719692,2.2114819212775223,2.2565907403160126,,0.6405000000000001,0.0445,0.1895,False,0.09036144578313253,False,False,False,0.018918814600846042,0.08771167107284393,0.02324246771879479,0.25601287891152424
30485,950920633,0.26998431372549025,500.0,8.796991513023121,5.571535580524343,2.015839598997493,3.5814345991561187,0.5025225075539574,,,98.73803884056872,464.9848261952594,16.0,0.048932617520007764,0.0,2.0,0.4852019666441724,0.4665492957746479,,0.7037037037037037,315.0,45.0,1.6043327428337357e-08,5.6251237381856224e-05,,0.2745850753700248,38.0,False,0.005,9.178640181575817,18.079356874675085,17.745144091214815,5.946303005215616,,0.7615000000000001,0.0825,0.0825,False,0.15903614457831322,False,False,False,0.07119516235816127,0.07587231191451624,0.07559547051932848,0.2686942952995126
30486,950922873,0.5438039215686276,100.0,10.210630630630632,7.3000000000000025,1.2412121212121214,2.1333333333333333,0.7741943680422182,,,2988.74339483367,106.7181272341506,10.0,0.2635742671230715,0.41700000000000004,2.0,-0.8850420168067227,,,,45.0,90.0,2.967515485224968e-07,,,,50.0,False,0.02,2.5645955341752367,1.56834434426957,1.8651052348123682,0.4857481525558765,,0.3405,0.0665,0.0005,False,0.08835341365461848,False,False,False,0.09527167487519936,0.1575163247348678,0.8792314730100641,0.4892457037911583
30487,950920703,0.0945686274509804,100.0,7.303494860499265,3.333333333333333,1.5222695035460991,3.0666666666666664,0.7867880080827059,,,458.4042312372834,495.0970228330851,10.0,0.1522850810775601,0.139,2.0,-0.6270550030444489,,,-1.0,180.0,135.0,0.000900182859948882,,,0.12073832762303513,50.0,False,0.02,2.110581546868375,1.0899690423495083,1.572017269341853,0.4517567468465487,,0.0535,0.0615,0.0035,False,0.09437751004016064,False,False,False,0.1100973280984668,0.17913666541986165,0.5206119847003825,0.4775395229940684
30491,950920776,0.0303921568627451,1100.0,18.135768998429388,10.103482587064676,4.172883895131087,6.73939393939394,0.3800871823484676,,,93.66444376542509,67.5205190731414,67.273,0.486916886166312,0.064,2.0,0.6242043101464836,,,,180.0,0.0,2.678531848880581e-09,,,,36.364,False,0.005,9.111955140600513,8.130361671451517,3.4371225041542215,3.049358041214204,,0.1155,0.1285,0.0275,False,0.11780455153949128,False,False,False,0.2572078070852533,0.1345693266907892,0.2521793929209117,0.2866243952781177
30492,950920839,1.0529372549019609,600.0,3.0039104829210834,2.1170731707317083,2.0033333333333334,2.7487179487179483,0.581026867716749,,,131.71274128795662,2853.4060793916096,18.333,0.7098880910922813,0.39399999999999996,2.0,-0.03757185874623597,,,0.15384615384615385,180.0,135.0,0.7742568035670205,,,0.9056869498797708,25.0,False,0.005,5.315909183081326,4.737328411841289,2.238126281774841,0.8695220879837697,,0.2585,0.0555,0.0155,False,0.11244979919678716,False,False,False,0.009223090517252024,0.06341715909793706,0.2,0.3968525897183824
30496,950922888,1.0443803921568628,200.0,7.926513994910942,15.901075268817204,1.862857142857143,14.0,1.4177533178025872,,,502.7775248378376,293.71521253576697,10.0,0.2210367870414557,0.494,2.0,-0.9264371087080251,-1.0,,,315.0,45.0,9.246771506201503e-07,0.2013322095447234,,,-25.0,False,0.01,0.7151970644601365,0.7690337132132641,0.9591969779035036,0.4342127955127021,,0.0155,0.0495,0.026500000000000003,False,0.042168674698795185,False,False,False,0.2384680180840247,0.3667881206972315,0.054054054054053946,0.726020643422126
30500,950920855,0.0517843137254902,200.0,2.2616182442986568,2.242176870748299,1.008627450980392,5.5777777777777775,0.4014378348726152,,,148.47412973873077,135.79947740535385,30.0,2.162419148325199,0.493,2.0,-0.1846965699208444,-0.8645833333333334,,,45.0,135.0,0.05124152352527365,0.01373677001116685,,,45.0,False,0.005,3.826054225958073,2.8359379712982573,0.7726864544222668,0.8651361001503081,,0.3975,0.0045000000000000005,0.0675,False,0.034136546184738964,False,False,False,0.15522426843880674,0.21663590925297446,0.05773672055427247,0.3958558477572213
30502,950921012,1.0614941176470591,500.0,3.201151907847372,1.2,1.72,4.923809523809521,0.268483878179878,,,92.26207809284028,980.9222936899956,22.0,0.9351972577553096,0.488,2.0,0.1238452269380105,,,,90.0,0.0,0.20879426724806768,,,,36.0,False,0.005,12.022201470497745,6.759826523756487,6.874245008308443,0.3092121422590455,,0.1055,0.0765,0.0055,False,0.1004016064257028,False,False,False,0.010111791555483076,0.04608318974846178,0.05163329820864071,0.7642697713699704
30503,950920997,0.017556862745098042,300.0,5.224899598393574,1.4398009950248754,1.1215920398009949,1.1999999999999995,0.4503087150254,,,445.51095964109845,542.8735125861766,10.0,0.204735913461224,0.0,2.0,-0.6808134394341291,,,,90.0,90.0,1.69136812551793e-05,,,,30.0,False,0.005,4.0433363178026065,6.239063536856166,3.090745817689067,2.5559344099497694,,0.0735,0.1035,0.0575,False,0.05301204819277108,False,False,False,0.06484211054288838,0.035902907653175185,0.047024673439767684,0.18334146536735388
30504,950920909,0.1330745098039216,300.0,2.1853763440860217,1.4222222222222225,0.8711111111111113,1.1259259259259256,1.3031733725676518,,,205.24769847288948,37.48440693533017,40.0,0.4521191865089797,0.0,2.0,-0.8245614035087719,,,0.6346153846153846,90.0,135.0,1.071169435534216e-07,,,0.4220211620024724,50.0,False,0.005,0.5273675323796967,1.986165810503548,0.9059082569088645,1.5022008329606111,,0.5715000000000001,0.2395,0.0945,False,0.03614457831325301,False,False,False,0.09686578804742954,0.19870542593000207,0.006896551724137946,0.42945935618512
30505,950920966,,600.0,3.242719298245613,8.737984496124026,0.8902960102960105,1.715151515151515,1.0810158006145654,,,535.5819010467335,111.4762896376105,55.0,0.6233030518053452,0.0,2.0,-0.5297387437465259,0.8388278388278388,,-0.6904761904761905,315.0,135.0,0.0019947192019475644,0.5555732116425833,,0.19370030297747629,50.0,False,0.001,2.2217232818272152,1.3604428417473493,8.339684835661018,2.2269853224401466,,0.0075,0.0745,0.1275,False,0.10361445783132528,False,False,False,0.012711762494693144,0.14020524730102935,0.6085727676859491,0.1525062814459402
30506,950920893,0.07745490196078432,400.0,1.2382389937106921,0.5490813648293963,1.754878587196468,0.9686274509803924,0.4153383368873064,,,2068.316239163115,1567.9813055744828,10.0,0.4531055567237029,0.01,2.0,0.06284350901112011,,,,225.0,135.0,0.2881554460320458,,,,-5.0,False,0.001,8.137797833686278,5.782891308021003,5.568671343939784,4.716033417929626,,0.1955,0.1035,0.1635,False,0.15160642570281127,False,False,False,0.06684989183670201,0.047910604823406255,0.3424657534246576,0.08286266178592598
30508,950921093,0.33416078431372553,900.0,6.55638888888889,0.6480225988700566,0.6225287356321841,1.4564102564102563,0.5375917500023256,,,722.2414273317348,2074.584507164038,62.222,0.952295691601167,0.0,2.0,-0.8520720405665326,,,,270.0,0.0,1.5424291751914376e-12,,,,45.556000000000004,False,0.005,5.347028868869801,10.558570482463477,7.273910415768236,7.541706079637287,,0.3955,0.0655,0.0795,False,0.1389558232931727,False,False,False,0.03337099900180946,0.03959047752688453,0.14035481697731855,0.06564569428692847
30509,950921081,0.3983372549019609,800.0,1.240948509485095,0.8996336996336997,1.413333333333333,1.312820512820513,0.19538187899662213,,,764.3747257358597,1457.5647510577128,18.75,0.2930000486383795,0.0,2.0,0.0841911366345216,,,,135.0,0.0,0.06485042995816809,,,,37.5,False,0.005,11.683219178873278,9.133536882650972,3.756854830122056,10.279658984675716,,0.1175,0.0255,0.07250000000000001,False,0.14859437751004015,False,False,False,0.09740356526831588,0.029546299557747287,0.008115419296663706,0.042963321403433535
30510,950921073,0.6037019607843138,1300.0,2.4457364341085275,0.8903225806451612,1.1370833333333328,1.1333333333333333,0.3175924942768626,,,418.0373905113555,642.2206021261638,30.0,0.6065677279568429,0.0,2.0,-0.22880348652931864,,,,0.0,0.0,0.008616089057496942,,,,40.0,False,0.001,10.610145727845678,10.096342870059704,4.795984889517518,5.574590536329743,,0.4285,0.1105,0.1595,False,0.1285140562248996,False,False,False,0.02390830945084397,0.01848724842038175,0.3025984911986588,0.15295262884737473
30511,950921052,0.0902901960784314,1100.0,6.454789915966388,1.7476831091180869,0.994871794871795,0.4437810945273632,0.5729513865732131,,,60.52325257242486,461.2222738471505,19.090999999999998,3.4455898964108016,0.0,2.0,-0.8659367396593675,0.08173076923076927,,-0.037037037037037104,270.0,45.0,1.5405143288401208e-10,0.7438161257969782,,0.8760131106247573,36.364,False,0.005,3.9227475353722636,8.745992334260036,2.9841683756997885,6.241260687015911,,0.3955,0.0535,0.0665,False,0.08567603748326641,False,False,False,0.03610377759303685,0.08225181440427527,0.05035747590923223,0.15422172172513535
30514,950921026,0.22720000000000004,1500.0,1.318016691212568,1.0575342465753426,0.8323497267759564,0.7641025641025642,0.15758261656198155,,,299.77621057600373,632.2696539727443,26.0,0.6969434421275483,0.0,2.0,0.14633173843700156,-0.007894736842105236,,,225.0,135.0,0.00016842122864436002,0.9564738699230524,,,38.0,False,0.01,15.558175768213243,11.509265702734993,6.128202914383495,5.6020029602888775,,0.3115,0.0555,0.0685,False,0.11947791164658635,False,False,False,0.04124837148929509,0.016916782806279018,0.009632026488072931,0.1061228199812168
30517,950922901,0.0303921568627451,1100.0,2.2608333333333333,2.1629629629629634,1.0366666666666666,0.7333333333333335,1.7487183342983583,,,317.6538252974857,28.721094188351547,53.636,0.0522390167093462,0.001,2.0,-0.8166666666666667,,,-1.0,135.0,0.0,0.009026733845858509,,,0.03951905231978642,40.90899999999999,False,0.001,0.14559567279608066,1.1263013437611584,0.7726864544222668,0.19188696771394667,,0.0165,0.0765,0.036500000000000005,False,0.0321285140562249,False,False,False,0.26172480165250456,0.09259236928419827,0.021176470588235352,0.6351829988193624
30518,950921153,0.2956549019607844,2000.0,4.520367585630744,0.6314465408805032,0.6661635220125787,1.1913978494623654,0.4061370977515429,,,649.8924091475122,3220.5975681542914,39.5,0.17265532231021805,0.0,2.0,0.4712482468443198,,,,135.0,45.0,8.136158490550102e-08,,,,41.5,False,0.02,6.573477914140603,4.884676078677424,6.767667566319164,3.5416851755202727,,0.35050000000000003,0.1025,0.2395,False,0.12771084337349398,False,False,False,0.14164330721918958,0.06221208831939003,0.12649552793588106,0.14711972693626044
30519,950921138,0.8946352941176472,1800.0,2.0255874316939892,1.2095238095238094,1.316363636363636,0.6364779874213837,0.2967935819615343,,,197.89696808354802,147.19739017555196,32.222,0.5100494270788427,0.0,2.0,0.28152596255740026,0.11166253101736967,,,315.0,0.0,1.782613346234357e-07,0.7670123378953098,,,39.444,False,0.005,10.47177426782192,9.844035221367687,5.24893901797195,5.917794084298115,,0.9165,0.2405,0.1835,False,0.13253012048192772,False,False,False,0.01139706801496576,0.02644245392569444,5.153311002326078e-05,0.09543100713137874
30521,950920981,0.3213254901960785,500.0,1.6848484848484848,1.4971014492753618,2.0098245614035086,1.2102564102564102,1.5996921866286509,,,286.50679753410196,23.65653652244145,58.0,0.18147886921503653,0.0,2.0,-0.426829268292683,-0.7808988764044944,,0.4871794871794872,135.0,45.0,0.18073122249060397,0.00046442798992243347,,0.7113794975033009,46.0,False,0.001,0.1867181147308515,4.58594382262608,0.9059082569088645,0.7927673008981909,,0.3945,0.0025,0.0565,False,0.07630522088353414,False,False,False,0.2558878215060428,0.02367973141786377,0.02730375426621157,0.4774223581831482
30524,950921274,0.2485921568627452,1000.0,2.3949019607843134,1.3227642276422762,1.8039393939393944,0.8520325203252032,0.4267682021706222,,,475.1598858477842,174.79856822878162,65.0,0.193846692380097,0.0,2.0,-0.14765234765234758,,,,135.0,90.0,0.2247144186048867,,,,42.0,False,0.001,4.149476674688298,6.32585736800622,4.3963194820577245,4.985771669687517,,0.3955,0.1375,0.0505,False,0.11646586345381528,False,False,False,0.15576348552959793,0.10244086309469766,0.008849557522123908,0.09769160952677644
30525,950921259,0.01327843137254902,300.0,4.64,1.4777777777777783,1.2633333333333332,2.333333333333333,0.8755172140571597,,,419.70295425242114,52.50348453405099,70.0,0.04321126602014227,0.057,2.0,0.4174397031539889,0.4615384615384616,,0.3846153846153846,90.0,135.0,0.06399863481631156,0.2915878965693511,,0.7684020252077624,50.0,False,0.001,1.115863018986755,3.06402408571584,1.1989962223793795,0.532897521765589,,0.6755,0.0015,0.0435,False,0.09638554216867468,False,False,False,0.2853882621838316,0.09021180183476653,0.008849557522123908,0.4748391029203491
30526,950921227,0.08601176470588237,500.0,1.6755344116714237,0.9333333333333332,1.2956321839080456,1.4095238095238096,0.3423734254789759,,,922.7865105081937,400.3998089961409,18.0,0.3224406418759314,0.002,2.0,-0.0332153984263611,0.0,,,270.0,45.0,0.7044267224958021,1.0,,,42.0,False,0.02,4.407325499792806,3.304220967270638,2.5312142472453565,1.5032973299189765,,0.9095,0.1885,0.2355,False,0.07764390896921018,False,False,False,0.1281137411675289,0.04683991818406225,0.09317557574477077,0.22516206088565932
30528,950921197,0.3256039215686275,900.0,2.190217290799815,2.2416666666666667,0.9276190476190476,1.6717948717948714,0.19711618219609398,,,535.0979731312203,187.96024252440967,23.333000000000002,0.043788131923783835,0.0,2.0,0.268931486050484,,,-1.0,90.0,0.0,4.201297814141567e-09,,,0.016258457773498186,34.444,False,0.005,10.272274853570805,10.013585961288722,3.4371225041542215,1.2236906055357972,,0.1245,0.006500000000000001,0.0215,False,0.16867469879518074,False,False,False,0.1154450371754533,0.08654245355442958,0.18349525161008629,0.3046877632486369
30529,950921394,0.038949019607843145,500.0,2.603644049883746,2.300757575757576,0.892549019607843,0.8380952380952381,0.29139823408122056,,,68.84297098642146,6777.342382033147,14.0,0.9956930005414872,0.0,2.0,0.08184342408235136,,,,90.0,90.0,0.34166324718265617,,,,18.0,False,0.005,9.583196096825997,8.00319861651074,6.527868321843287,8.664518965003468,,0.0605,0.07150000000000001,0.0325,False,0.1355421686746988,False,False,False,0.017038587641317524,0.04144189951787753,0.023998419857128802,0.04098549899837768
30534,950921243,0.14590980392156866,300.0,2.9586163522012576,1.7841620626151014,1.0245238095238094,1.0717948717948718,0.27876430881653746,,,283.3149135378074,33.77270105962665,50.0,0.8786868951408849,0.0,2.0,0.1905138339920949,0.4366197183098591,,,270.0,0.0,0.03424499772056134,0.003055130552078377,,,50.0,False,0.001,8.269500789612504,9.866238294452586,5.382160820458548,3.10527938609084,,0.1085,0.2485,0.0925,False,0.11244979919678716,False,False,False,0.016963358270066564,0.016980936319005387,0.02344506878511909,0.3168075500079014
30535,950921166,0.16302352941176473,700.0,3.8253881278538815,1.3333333333333333,1.0674178403755867,3.3083333333333336,0.4518693761679033,,,457.428356219,99.56591238087185,32.857,2.18707142077769,0.001,2.0,0.4597235795057936,0.2631578947368421,,0.85,315.0,90.0,2.7426078018864828e-05,0.07329037487295112,,0.2963528331412817,45.714,False,0.005,3.8805136760879044,9.254644554023141,3.383833783159582,1.0910144735735825,,0.4935,0.0785,0.0025,False,0.09504685408299866,False,False,False,0.09810768172739387,0.07009515431714937,0.02751620398679222,0.2907909242220092
30536,950921447,0.12451764705882355,400.0,6.849343308395678,4.554137115839244,2.999910514541387,2.4444444444444438,0.4012241984037106,,,71.34443004207063,702.9423302079387,12.5,0.3450658198543173,0.0,2.0,0.4839298038055802,0.4724264705882353,,0.28846153846153844,270.0,90.0,4.621978477706176e-11,0.1292430324115358,,0.6663558102765219,20.0,False,0.005,12.685161919527225,18.894815195247677,7.886730707206586,11.777473829802865,,0.1135,0.0625,0.08650000000000001,False,0.14859437751004015,False,False,False,0.026978784442663568,0.04781448901763295,9.130335539841994e-05,0.08154408690979094
