id,waveform_PT_ratio,waveform_amplitude,amplitude_cutoff,cumulative_drift,d_prime,waveform_duration,ecephys_channel_id,firing_rate,waveform_halfwidth,isi_violations,isolation_distance,L_ratio,max_drift,nn_hit_rate,nn_miss_rate,presence_ratio,waveform_recovery_slope,waveform_repolarization_slope,silhouette_score,snr,waveform_spread,waveform_velocity_above,waveform_velocity_below,ecephys_probe_id,local_index,probe_horizontal_position,probe_vertical_position,anterior_posterior_ccf_coordinate,dorsal_ventral_ccf_coordinate,left_right_ccf_coordinate,ecephys_structure_id,ecephys_structure_acronym,ecephys_session_id,lfp_sampling_rate,name,phase,sampling_rate,has_lfp_data,date_of_acquisition,published_at,specimen_id,session_type,age_in_days,sex,genotype
951859452,0.3567439100060821,110.86881,0.0207935816872289,285.01,3.49476725596033,0.4670016750418761,850165646,1.8014342056510002,0.192294807370184,0.0233137360913444,61.94574742624501,0.00132511148479684,45.21,0.988274706867672,0.00132639526578921,0.99,-0.0770199546857184,0.406612117889623,0.022467886607156,2.45213343799126,60.0,0.0,-0.206030150753769,769322812,267,27,2680,7070,1125,8741,417.0,VISrl,750749662,1250.001566703125,probeF,3a,30000.0376008749,True,2018-10-26T19:58:51Z,2019-10-03T00:00:00Z,726162197,brain_observatory_1.1,92.0,M,wt/wt
951859500,0.606183583562217,117.62127,0.0566026141436443,504.98,3.53937250172436,0.686767169179229,850165650,1.54114518013842,0.247236180904523,0.111488385238803,88.7941889192218,0.0034545402856942103,43.39,0.980666666666667,0.008731529456918059,0.99,-0.036301898660869,0.29942869138473804,0.10239891127277698,2.04214398259032,50.0,4.46398659966499,0.34338358458961504,769322812,269,11,2700,7067,1101,8752,417.0,VISrl,750749662,1250.001566703125,probeF,3a,30000.0376008749,True,2018-10-26T19:58:51Z,2019-10-03T00:00:00Z,726162197,brain_observatory_1.1,92.0,M,wt/wt
951859617,0.363130415318361,137.79324,0.00513216744337807,166.35,3.9698684843200898,0.576884422110553,850165130,1.3197127947275702,0.192294807370184,0.0651600022042669,37.026586896326705,0.0174815452869176,38.55,0.633333333333333,0.00151209677419355,0.99,-0.0731576743370091,0.387698121288568,0.0481739810873633,2.21230918083181,60.0,0.137353433835846,-0.34338358458961504,769322812,9,11,100,7472,2989,7740,170.0,LGd,750749662,1250.001566703125,probeF,3a,30000.0376008749,True,2018-10-26T19:58:51Z,2019-10-03T00:00:00Z,726162197,brain_observatory_1.1,92.0,M,wt/wt
951859660,0.0212620623425139,105.975675,0.0092910038217866,293.5,3.6961718159493695,0.494472361809045,850165158,1.07032381371107,0.288442211055276,0.23114598477583606,42.886503483379705,0.0109179899919189,22.48,0.7840909090909091,0.00158057573311811,0.99,-0.0417047130032175,0.295071191642444,0.0752791964263924,1.19261199557455,60.0,0.137353433835845,-0.34338358458961404,769322812,23,27,240,7450,2863,7782,170.0,LGd,750749662,1250.001566703125,probeF,3a,30000.0376008749,True,2018-10-26T19:58:51Z,2019-10-03T00:00:00Z,726162197,brain_observatory_1.1,92.0,M,wt/wt
951859865,0.243149326750185,228.62892,8.716150960293059e-05,115.57,7.47404785447123,0.6455611390284761,850165630,0.299650297303928,0.192294807370184,0.0,54.4729101760661,0.00047742901195954005,12.64,0.833333333333333,0.00030060120240481,0.96,-0.0711301040301552,0.583044699325722,0.12265460179802,3.79369357407392,50.0,0.686767169179229,0.0,769322812,259,27,2600,7083,1205,8706,417.0,VISrl,750749662,1250.001566703125,probeF,3a,30000.0376008749,True,2018-10-26T19:58:51Z,2019-10-03T00:00:00Z,726162197,brain_observatory_1.1,92.0,M,wt/wt
951861517,0.856466817343027,206.33184,0.0206121216826603,215.05,3.1554528052460404,0.7966499162479059,850168254,2.34876459480857,0.123618090452261,0.0617219264703108,47.1278795149094,0.0256851155898884,42.56,0.8766025641025642,0.00306065664997218,0.99,-0.0758698988420036,0.56751298921822,0.14050910661206698,1.30951063236207,50.0,1.3735343383584602,0.0,769322808,242,59,2440,8529,2253,9442,409.0,VISl,750749662,1249.99663770194,probeD,3a,29999.9193048466,True,2018-10-26T19:58:51Z,2019-10-03T00:00:00Z,726162197,brain_observatory_1.1,92.0,M,wt/wt
951861564,0.433475447234178,150.54253500000004,0.038477130144175004,289.45,4.14834423730602,0.7005025125628139,850168260,2.85265530164102,1.0850921273031802,0.3812336304748871,58.1072384811908,0.009628454143621179,48.88,0.929333333333333,0.00406735849773825,0.99,-0.0794733091353323,0.390587240059441,0.14878947353242494,0.7573849839523159,80.0,1.86408231634362,0.34338358458961504,769322808,245,11,2460,8537,2234,9454,409.0,VISl,750749662,1249.99663770194,probeD,3a,29999.9193048466,True,2018-10-26T19:58:51Z,2019-10-03T00:00:00Z,726162197,brain_observatory_1.1,92.0,M,wt/wt
951861679,10.246450916518,159.48504,0.00424897760227676,147.7,5.29790954957066,0.137353433835846,850168276,2.2393460198473503,0.576884422110553,0.0528118737647822,64.7747286382621,0.00163853452844638,33.63,0.97,0.0008680555555555558,0.99,-0.496975606953104,0.39619875197541,0.14717320610838902,1.3979130136569098,70.0,0.8241206030150748,0.0588657573582195,769322808,253,11,2540,8559,2176,9488,409.0,VISl,750749662,1249.99663770194,probeD,3a,29999.9193048466,True,2018-10-26T19:58:51Z,2019-10-03T00:00:00Z,726162197,brain_observatory_1.1,92.0,M,wt/wt
951861736,0.4406378990448,89.42895,0.0509803782407999,278.35,3.4526107511566697,0.8241206030150748,850168288,3.4139806663636296,1.22244556113903,0.194762384305052,47.5773708322101,0.0324208094121277,37.02,0.6679999999999999,0.00791527313266444,0.99,-0.0286702558688963,0.18279133343624696,0.0846250639317796,0.3821638078188711,100.0,1.83955491744436,-2.0603015075376896,769322808,259,27,2600,8576,2130,9514,409.0,VISl,750749662,1249.99663770194,probeD,3a,29999.9193048466,True,2018-10-26T19:58:51Z,2019-10-03T00:00:00Z,726162197,brain_observatory_1.1,92.0,M,wt/wt
951861745,0.830396532293856,109.432245,0.0166322561544975,202.56,2.90033560939197,0.6455611390284761,850168292,6.03144659562492,0.16482412060301502,0.116479901839966,59.1664053509588,0.0279142196656658,31.51,0.806666666666667,0.0326474622770919,0.99,-0.0445966809356343,0.295505842501652,0.0474942696002102,1.21176504315618,100.0,1.66786312514956,0.480737018425461,769322808,261,11,2620,8584,2110,9525,409.0,VISl,750749662,1249.99663770194,probeD,3a,29999.9193048466,True,2018-10-26T19:58:51Z,2019-10-03T00:00:00Z,726162197,brain_observatory_1.1,92.0,M,wt/wt
951861830,4.28798343031861,207.119835,0.00032113519700445296,160.47,4.422439868067,1.34606365159129,850168310,12.802074210106799,,0.00669442474901933,85.52327211979079,0.0172378551198406,32.41,0.97,0.0119486320491346,0.99,-0.00553740692779716,0.12038700271406,0.172209127848277,0.695667315022842,100.0,0.981095955970328,0.686767169179229,769322808,270,59,2720,8609,2042,9560,409.0,VISl,750749662,1249.99663770194,probeD,3a,29999.9193048466,True,2018-10-26T19:58:51Z,2019-10-03T00:00:00Z,726162197,brain_observatory_1.1,92.0,M,wt/wt
951861839,0.0460366683258949,154.55973,0.0268251326107419,142.36,3.0186725469553,0.6318257956448909,850168306,6.91436566867449,0.302177554438861,0.146400644301963,58.5467699879601,0.0136726405673474,23.82,0.8986666666666671,0.007603755150588329,0.99,-0.0553622990102591,0.410966650759929,0.0610781863594625,1.77117301079805,80.0,0.6867671691792301,0.8927973199329979,769322808,268,43,2700,8604,2056,9553,409.0,VISl,750749662,1249.99663770194,probeD,3a,29999.9193048466,True,2018-10-26T19:58:51Z,2019-10-03T00:00:00Z,726162197,brain_observatory_1.1,92.0,M,wt/wt
951861858,0.0452953456473819,221.407875,9.26852017162587e-05,238.64,3.28847404594093,0.576884422110553,850168308,3.89445337560291,0.302177554438861,0.142186310422142,51.877426754932394,0.0148259107504528,31.08,0.906914893617021,0.00363674147963425,0.99,-0.0892419604268681,0.639275066980659,0.118989619291305,1.99409810210477,80.0,0.451304139746351,0.0,769322808,269,11,2700,8606,2049,9556,409.0,VISl,750749662,1249.99663770194,probeD,3a,29999.9193048466,True,2018-10-26T19:58:51Z,2019-10-03T00:00:00Z,726162197,brain_observatory_1.1,92.0,M,wt/wt
951862730,0.185944920496155,125.573955,0.0754020107781273,312.23,3.89279964798228,0.412060301507538,850168308,2.88889263412356,0.247236180904523,0.0362662900615836,61.9403419509715,0.0037271064921110095,28.61,0.8888888888888891,0.00442341322909166,0.99,-0.0918170008548874,0.437687331995117,0.0248281987127274,0.981672403415263,120.0,0.675321049692909,0.206030150753768,769322808,269,11,2700,8606,2049,9556,409.0,VISl,750749662,1249.99663770194,probeD,3a,29999.9193048466,True,2018-10-26T19:58:51Z,2019-10-03T00:00:00Z,726162197,brain_observatory_1.1,92.0,M,wt/wt
951861877,0.330098302947318,218.750805,2.93048707363047e-06,200.29,3.39838072424831,0.5906197654941371,850168312,8.913677213191802,0.23350083752093806,0.224276127026051,57.2653909344989,0.0257222207123702,50.73,0.858,0.011970011970012,0.99,-0.108972246195754,0.5982529102053629,0.12901912713615102,2.7614017786716403,80.0,0.274706867671692,-0.068676716917923,769322808,271,27,2720,8612,2035,9563,409.0,VISl,750749662,1249.99663770194,probeD,3a,29999.9193048466,True,2018-10-26T19:58:51Z,2019-10-03T00:00:00Z,726162197,brain_observatory_1.1,92.0,M,wt/wt
951861887,3.94137730246981,235.08186,0.0181174466565844,260.79,2.86476394449495,1.45594639865997,850168316,8.52536239965325,,0.029149980961334,44.024745202900895,0.0665909153213291,42.77,0.799333333333333,0.0173199089056694,0.99,-0.0349314187563,0.0836355800010222,0.0378776178974018,1.06542330848362,80.0,0.206030150753769,0.34338358458961404,769322808,273,11,2740,8619,2015,9574,409.0,VISl,750749662,1249.99663770194,probeD,3a,29999.9193048466,True,2018-10-26T19:58:51Z,2019-10-03T00:00:00Z,726162197,brain_observatory_1.1,92.0,M,wt/wt
951861925,3.2841177267373105,146.626545,0.0255694809231662,240.95,3.58008915258755,1.2361809045226102,850168324,2.92735063879166,,0.181013227797279,40.520846680667,0.0283510724080013,20.96,0.7651195499296759,0.00211683567209533,0.99,-0.00494163605666873,0.0390517434017715,0.17223535686517,0.9797481996352272,90.0,0.8241206030150748,-0.137353433835846,769322808,277,11,2780,8630,1987,9587,409.0,VISl,750749662,1249.99663770194,probeD,3a,29999.9193048466,True,2018-10-26T19:58:51Z,2019-10-03T00:00:00Z,726162197,brain_observatory_1.1,92.0,M,wt/wt
951862023,1.7334323952478,171.853695,0.00242550013491046,143.36,3.66800422689421,1.40100502512563,850168328,1.7379788041348505,0.8241206030150748,0.0501010683689815,56.76419598109101,0.00318854906484975,30.75,0.9426048565121408,0.000609198903441974,0.99,-0.14413532048799696,0.120326480964828,0.163204128744289,2.2492233013152005,60.0,0.686767169179229,-2.0603015075376896,769322808,279,27,2800,8637,1966,9597,409.0,VISl,750749662,1249.99663770194,probeD,3a,29999.9193048466,True,2018-10-26T19:58:51Z,2019-10-03T00:00:00Z,726162197,brain_observatory_1.1,92.0,M,wt/wt
951862113,6.614902423218581,228.95886,0.0078022294638289795,151.12,3.1982353128679706,1.31859296482412,850168332,2.4038776408683704,,0.23569682466006,40.704320006497795,0.0274326826606164,38.0,0.8884565499351491,0.00335283451366793,0.99,-0.020786134312073,0.0722060137511173,0.133505949928627,0.7509266952397421,80.0,0.8927973199329979,0.34338358458961404,769322808,281,11,2820,8643,1952,9604,409.0,VISl,750749662,1249.99663770194,probeD,3a,29999.9193048466,True,2018-10-26T19:58:51Z,2019-10-03T00:00:00Z,726162197,brain_observatory_1.1,92.0,M,wt/wt
951862132,2.7418632408847703,252.33351,0.0010519516447690099,134.46,6.55364289196697,1.33232830820771,850168334,1.41850482834865,,0.0,60.28327415884271,0.00215522434235319,33.08,0.920987654320988,0.000743368812299375,0.95,-0.073680300336551,0.0699531992210922,0.180170474621942,0.731853104057698,60.0,0.686767169179229,0.0,769322808,282,59,2840,8645,1945,9607,409.0,VISl,750749662,1249.99663770194,probeD,3a,29999.9193048466,True,2018-10-26T19:58:51Z,2019-10-03T00:00:00Z,726162197,brain_observatory_1.1,92.0,M,wt/wt
951862167,1.00169668503523,143.88036,0.0011018008062749901,142.55,4.72546663848293,1.26365159128978,850168336,2.15576799395447,0.906532663316583,0.0569862327193026,58.9207150425434,0.00236936431990943,41.6,0.9642857142857142,0.000474640629237863,0.99,-0.0123128868890569,0.0486725967536992,0.136822466654376,1.94849713585604,80.0,0.8241206030150748,0.206030150753769,769322808,283,27,2840,8651,1931,9614,409.0,VISl,750749662,1249.99663770194,probeD,3a,29999.9193048466,True,2018-10-26T19:58:51Z,2019-10-03T00:00:00Z,726162197,brain_observatory_1.1,92.0,M,wt/wt
951862210,4.62745205041704,136.39723500000002,0.012641209341318998,206.93,3.46708759264428,0.7829145728643221,850168348,7.75236659978888,,0.15171355532204098,61.0676648846955,0.0300501437678819,52.82,0.79,0.0422768720641061,0.99,-0.00257050299705502,0.155011987810775,0.0787875783851873,0.7227724698217339,80.0,0.784876764776262,0.34338358458961504,769322808,289,11,2900,8669,1881,9637,409.0,VISl,750749662,1249.99663770194,probeD,3a,29999.9193048466,True,2018-10-26T19:58:51Z,2019-10-03T00:00:00Z,726162197,brain_observatory_1.1,92.0,M,wt/wt
951862220,6.46031467171317,148.50615,0.00962289228958604,324.18,2.93528533611272,1.74438860971524,850168348,3.6087941808240895,,0.197542539270364,36.68830953755929,0.0840337225552048,53.84,0.3986666666666671,0.0242852015791363,0.99,,0.125331515274861,0.0282791216910626,0.8377522960227479,100.0,0.760349365877004,0.137353433835846,769322808,289,11,2900,8669,1881,9637,409.0,VISl,750749662,1249.99663770194,probeD,3a,29999.9193048466,True,2018-10-26T19:58:51Z,2019-10-03T00:00:00Z,726162197,brain_observatory_1.1,92.0,M,wt/wt
951862366,0.37885057093710295,188.521515,0.0244500320172928,171.49,3.32358199002653,0.8378559463986601,850168366,0.63632352080765,0.123618090452261,0.4671861915260179,34.4544706391253,0.0430376995025846,35.3,0.71875,0.00104673149648838,0.99,-0.0565738161187411,0.65814387768998,0.0726808909625055,2.20809323016276,60.0,0.686767169179229,0.0686767169179227,769322808,298,59,3000,8697,1809,9669,409.0,VISl,750749662,1249.99663770194,probeD,3a,29999.9193048466,True,2018-10-26T19:58:51Z,2019-10-03T00:00:00Z,726162197,brain_observatory_1.1,92.0,M,wt/wt
951862376,1.15407458415116,115.313835,0.0255650544009968,224.08,3.77950416059008,1.26365159128978,850168366,10.7134310799431,0.453266331658291,0.0332920210410354,75.3417069373391,0.0121055819983971,24.6,0.972,0.0278238437442418,0.99,-0.000817374564719712,0.0950983113394153,0.112356671447363,1.7595694369129,70.0,1.57956448911223,-0.0686767169179227,769322808,298,59,3000,8697,1809,9669,409.0,VISl,750749662,1249.99663770194,probeD,3a,29999.9193048466,True,2018-10-26T19:58:51Z,2019-10-03T00:00:00Z,726162197,brain_observatory_1.1,92.0,M,wt/wt
951863995,0.35500678534475605,173.17345500000005,0.0181760793831072,83.64,4.5976330789409285,0.4395309882747071,850166542,12.203490238798098,0.206030150753769,0.0439625474320822,68.8987279653289,0.00894167282422337,28.1,0.944666666666667,0.00338708489801929,0.99,-0.110254657710544,0.622400085350426,0.20295662745368104,3.1104554315829103,70.0,0.068676716917923,-0.34338358458961504,769322810,56,43,580,7463,3460,7924,170.0,LGd,750749662,1249.9998362640802,probeE,3a,29999.9960703379,True,2018-10-26T19:58:51Z,2019-10-03T00:00:00Z,726162197,brain_observatory_1.1,92.0,M,wt/wt
951864007,0.320244890694227,124.1838,0.0598395936631567,107.38,2.8571206766395,0.494472361809045,850166542,13.407048016169801,0.247236180904523,0.0389502511056972,66.4590347541735,0.00414168558770816,37.12,0.958666666666667,0.00296929021761237,0.99,-0.0794641368046896,0.419067443472476,0.0975777326081791,2.1740386424313702,80.0,0.206030150753769,0.755443886097152,769322810,56,43,580,7463,3460,7924,170.0,LGd,750749662,1249.9998362640802,probeE,3a,29999.9960703379,True,2018-10-26T19:58:51Z,2019-10-03T00:00:00Z,726162197,brain_observatory_1.1,92.0,M,wt/wt
951864028,0.8596677485294542,347.137635,1.34652546436096e-05,81.46,3.853174220325181,0.521943048576214,850166544,4.16529941190552,0.219765494137353,0.00872514000163437,75.97862799929979,0.000199492130400017,26.66,0.992753623188406,0.000169790817712578,0.99,-0.18336505487315,1.07650185458695,0.21089550426883605,3.75678107516013,40.0,0.34338358458961504,-1.3735343383584602,769322810,57,11,580,7465,3453,7930,170.0,LGd,750749662,1249.9998362640802,probeE,3a,29999.9960703379,True,2018-10-26T19:58:51Z,2019-10-03T00:00:00Z,726162197,brain_observatory_1.1,92.0,M,wt/wt
951864038,0.797515510795564,228.099885,0.00574599159595318,136.8,4.22763864476394,0.39832495812395297,850166544,4.099063346305201,0.123618090452261,0.11937447450496,49.930558754317296,0.00764088826717515,39.35,0.902394106813996,0.00037342567131751404,0.99,-0.122236871224206,0.8720309622705009,0.185611548579284,2.7483736058994,50.0,1.3735343383584602,-0.412060301507538,769322810,57,11,580,7465,3453,7930,170.0,LGd,750749662,1249.9998362640802,probeE,3a,29999.9960703379,True,2018-10-26T19:58:51Z,2019-10-03T00:00:00Z,726162197,brain_observatory_1.1,92.0,M,wt/wt
951864059,0.8946848745990521,240.490185,0.000417820684995717,73.92,4.1118457976781,0.425795644891122,850166544,8.66177915181265,0.16482412060301502,0.0317783394411115,78.1797807513084,0.00775421168803553,35.65,0.9079861111111108,0.00204520244037715,0.99,-0.13995678746602694,0.835175873679376,0.174044157089038,3.11840760852342,60.0,0.0,-0.34338358458961504,769322810,57,11,580,7465,3453,7930,170.0,LGd,750749662,1249.9998362640802,probeE,3a,29999.9960703379,True,2018-10-26T19:58:51Z,2019-10-03T00:00:00Z,726162197,brain_observatory_1.1,92.0,M,wt/wt
951864070,1.10893094342104,161.82543,0.00364677032617251,104.23,3.07537002046582,1.41474036850921,850166544,5.80070422063783,0.934003350083752,0.218195178873011,64.13066755519179,0.00408860788192441,32.68,0.916990920881971,0.0035923226932156396,0.99,-0.00403213262498773,0.0820488013886954,0.0398429767967908,2.02977616971512,60.0,1.3735343383584602,0.0,769322810,57,11,580,7465,3453,7930,170.0,LGd,750749662,1249.9998362640802,probeE,3a,29999.9960703379,True,2018-10-26T19:58:51Z,2019-10-03T00:00:00Z,726162197,brain_observatory_1.1,92.0,M,wt/wt
951864090,0.5256363253547249,167.90787,0.0025072245176373893,119.45,5.80374791457551,0.39832495812395297,850166556,6.8633084193844285,0.16482412060301502,0.0313330332234531,84.2215798215914,0.000161166741596728,29.28,0.9964285714285708,0.000411522633744856,0.99,-0.091531335872541,0.6100007063403671,0.201341258961862,2.24912294473432,70.0,0.0,-0.549413735343384,769322810,63,27,640,7475,3402,7973,170.0,LGd,750749662,1249.9998362640802,probeE,3a,29999.9960703379,True,2018-10-26T19:58:51Z,2019-10-03T00:00:00Z,726162197,brain_observatory_1.1,92.0,M,wt/wt
951864202,0.5570384045104699,244.45434,0.000209668467107032,75.92,6.31771705226646,0.494472361809045,850166556,12.7192430178933,0.288442211055276,0.00421070521061101,70.78840147248091,0.00497500607073861,32.42,0.992,0.000228091784133935,0.99,-0.125903995904074,0.746917215546802,0.19383848482079505,3.55216875862805,50.0,0.34338358458961504,-1.3735343383584602,769322810,63,27,640,7475,3402,7973,170.0,LGd,750749662,1249.9998362640802,probeE,3a,29999.9960703379,True,2018-10-26T19:58:51Z,2019-10-03T00:00:00Z,726162197,brain_observatory_1.1,92.0,M,wt/wt
951864109,0.35925444333371104,223.63926,0.0018920180269861,46.3,5.56227208402663,0.412060301507538,850166552,6.184691655817732,0.16482412060301502,0.0613423554039887,63.12955396748839,0.00502136209266443,6.04,0.8929889298892991,0.00212423339157844,0.99,-0.155770256876327,0.818602229282028,0.113870778947605,4.52973016545591,50.0,-0.686767169179229,-0.34338358458961504,769322810,61,11,620,7472,3417,7961,170.0,LGd,750749662,1249.9998362640802,probeE,3a,29999.9960703379,True,2018-10-26T19:58:51Z,2019-10-03T00:00:00Z,726162197,brain_observatory_1.1,92.0,M,wt/wt
951864140,1.36177525226542,202.85304,0.0010827472513475801,59.07,4.04783692608668,1.55209380234506,850166554,16.2898314139666,0.810385259631491,0.0266694027535915,60.8706721253722,0.0199099642308271,22.83,0.911333333333333,0.0072509791468191,0.99,,0.11277012682034,0.230845473812427,2.71117995457308,40.0,0.686767169179229,-2.0603015075376896,769322810,62,59,640,7474,3409,7967,170.0,LGd,750749662,1249.9998362640802,probeE,3a,29999.9960703379,True,2018-10-26T19:58:51Z,2019-10-03T00:00:00Z,726162197,brain_observatory_1.1,92.0,M,wt/wt
951864157,1.68282938061333,148.62549,0.00805091951235228,98.73,3.99976818972601,1.46968174204355,850166554,12.7961818623863,1.15376884422111,0.0875957963918422,64.1437770527945,0.0119202230319242,35.53,0.867333333333333,0.0113112009473641,0.99,-0.00102794521085503,0.0818018677139897,0.0812831050552723,2.08667206560686,60.0,0.34338358458961404,-0.549413735343383,769322810,62,59,640,7474,3409,7967,170.0,LGd,750749662,1249.9998362640802,probeE,3a,29999.9960703379,True,2018-10-26T19:58:51Z,2019-10-03T00:00:00Z,726162197,brain_observatory_1.1,92.0,M,wt/wt
951864168,2.1608605115211,169.43667,0.0485696872465728,157.04,2.8609401180815204,1.18123953098827,850166554,1.89489671207502,1.00268006700168,0.37943403068124304,23.4273479966924,0.0685302843833025,12.37,0.12941176470588198,0.00265590855605984,0.99,-0.0107573691694628,0.0843227735816233,0.076137230297656,2.4943810120658503,80.0,-0.0686767169179227,-0.618090452261307,769322810,62,59,640,7474,3409,7967,170.0,LGd,750749662,1249.9998362640802,probeE,3a,29999.9960703379,True,2018-10-26T19:58:51Z,2019-10-03T00:00:00Z,726162197,brain_observatory_1.1,92.0,M,wt/wt
951864209,0.23985242352477104,154.110255,0.00450527432532405,97.39,5.621456902681709,0.425795644891122,850166560,4.39752951995543,0.192294807370184,0.0195698427507766,64.6146782205264,0.00258759467856246,16.51,0.934609250398724,0.000578762809382766,0.99,-0.0772408459702644,0.501221160961584,0.140986026316199,2.3018972024287403,50.0,0.34338358458961504,-0.6867671691792301,769322810,65,11,660,7478,3388,7985,170.0,LGd,750749662,1249.9998362640802,probeE,3a,29999.9960703379,True,2018-10-26T19:58:51Z,2019-10-03T00:00:00Z,726162197,brain_observatory_1.1,92.0,M,wt/wt
951864220,0.25424917899427696,118.727115,0.0885655284124771,153.98,2.53869540744274,0.494472361809045,850166560,5.90621746538224,0.288442211055276,0.0737725692303939,40.708830474215496,0.0281483947913319,36.12,0.5599051008303679,0.0143361799910828,0.99,-0.0755882403636495,0.36616339880739,0.0747465796113106,1.7773805666194498,50.0,0.34338358458961504,-0.34338358458961504,769322810,65,11,660,7478,3388,7985,170.0,LGd,750749662,1249.9998362640802,probeE,3a,29999.9960703379,True,2018-10-26T19:58:51Z,2019-10-03T00:00:00Z,726162197,brain_observatory_1.1,92.0,M,wt/wt
951864236,0.204428466453475,135.42906000000002,0.0946355980086679,174.64,2.4899512751757498,0.521943048576214,850166560,4.1497500916274,0.32964824120603003,0.07691818377465201,32.18560054440149,0.0463170973386896,36.15,0.390862944162437,0.00805875752320718,0.99,-0.0376103983982303,0.371710437281719,0.0139207732335899,1.91641178215942,100.0,0.206030150753769,-0.29432878679109803,769322810,65,11,660,7478,3388,7985,170.0,LGd,750749662,1249.9998362640802,probeE,3a,29999.9960703379,True,2018-10-26T19:58:51Z,2019-10-03T00:00:00Z,726162197,brain_observatory_1.1,92.0,M,wt/wt
951864281,0.218214366676322,131.68233,0.0178236497880668,100.5,3.45391545665802,0.4395309882747071,850166560,8.61523216059047,0.23350083752093806,0.0831109979365653,62.937243350314,0.00592675866611264,19.42,0.951219512195122,0.0035106013208203,0.99,-0.0712890731429846,0.462847135664319,0.0611382542536261,2.13750880673998,70.0,-0.274706867671692,-0.6867671691792301,769322810,65,11,660,7478,3388,7985,170.0,LGd,750749662,1249.9998362640802,probeE,3a,29999.9960703379,True,2018-10-26T19:58:51Z,2019-10-03T00:00:00Z,726162197,brain_observatory_1.1,92.0,M,wt/wt
951864263,0.2865205680225589,194.905815,0.0458565301692134,92.95,5.36052821192444,0.38458961474036896,850166562,8.85988153094044,0.1785594639866,0.292160606590853,70.0207129483898,0.00867509232569806,16.17,0.858609794628752,0.0057771281408784,0.99,-0.10728393038374,0.743220854062789,0.0897599749293762,2.9396364234486803,50.0,-0.34338358458961404,-0.6867671691792301,769322810,66,59,680,7480,3381,7991,170.0,LGd,750749662,1249.9998362640802,probeE,3a,29999.9960703379,True,2018-10-26T19:58:51Z,2019-10-03T00:00:00Z,726162197,brain_observatory_1.1,92.0,M,wt/wt
951864291,0.244875671685827,167.173695,0.000408729303266834,80.43,3.68065821884944,0.425795644891122,850166558,5.39238310891878,0.247236180904523,0.0390449290876329,80.8428847696838,0.0005790700604595808,22.49,0.990591397849462,0.00119633579436697,0.99,-0.0916923900186245,0.551408822011568,0.17845065126697898,2.65052689940522,50.0,0.0,-2.7470686767169203,769322810,64,43,660,7477,3395,7979,170.0,LGd,750749662,1249.9998362640802,probeE,3a,29999.9960703379,True,2018-10-26T19:58:51Z,2019-10-03T00:00:00Z,726162197,brain_observatory_1.1,92.0,M,wt/wt
951864308,0.43180988251722097,342.483375,0.000252523776386254,35.9,4.12537669359562,0.4532663316582921,850166564,3.63258373796148,0.1785594639866,0.00573592666095614,69.7063764359275,0.00046655042359302403,20.32,0.992015968063872,0.00027119563375029704,0.99,-0.184680631695344,1.1853584936578,0.269401716146126,4.65868350108611,50.0,0.6867671691792301,0.0,769322810,67,27,680,7481,3374,7997,170.0,LGd,750749662,1249.9998362640802,probeE,3a,29999.9960703379,True,2018-10-26T19:58:51Z,2019-10-03T00:00:00Z,726162197,brain_observatory_1.1,92.0,M,wt/wt
951864319,0.3802326443053111,183.39048,0.0057525627788574,88.49,3.55664875558537,0.535678391959799,850166564,6.4469097386897305,0.23350083752093806,0.0874123742284545,52.0446951761531,0.0123045549212279,23.36,0.9405162738496072,0.00223298636160638,0.99,-0.0904145638768486,0.533700417272964,0.17381419785435,3.15518067666348,60.0,0.0,-0.6867671691792301,769322810,67,27,680,7481,3374,7997,170.0,LGd,750749662,1249.9998362640802,probeE,3a,29999.9960703379,True,2018-10-26T19:58:51Z,2019-10-03T00:00:00Z,726162197,brain_observatory_1.1,92.0,M,wt/wt
951864370,0.308977903805609,187.417425,0.00764267022204564,113.38,3.70290020737886,0.412060301507538,850166570,10.2718405878839,0.192294807370184,0.0329986481589308,60.1764885278413,0.0125354425391599,26.04,0.808278867102396,0.0144289557348985,0.99,-0.0948869664901987,0.7019667149849561,0.17915819727732896,3.4299069967973,50.0,0.0,-0.34338358458961504,769322810,70,59,720,7486,3353,8016,170.0,LGd,750749662,1249.9998362640802,probeE,3a,29999.9960703379,True,2018-10-26T19:58:51Z,2019-10-03T00:00:00Z,726162197,brain_observatory_1.1,92.0,M,wt/wt
951864399,0.35473071315928706,176.70705,0.0822601485311473,230.09,2.97266883848862,0.4532663316582921,850166570,2.530298481622,0.23350083752093806,0.14186412865825304,25.0314988548803,0.0649583592825881,25.7,0.220238095238095,0.00465210355987055,0.99,-0.0797921214893263,0.5941886102807221,0.027760635009775003,3.16234536427157,70.0,-0.274706867671691,-0.412060301507538,769322810,70,59,720,7486,3353,8016,170.0,LGd,750749662,1249.9998362640802,probeE,3a,29999.9960703379,True,2018-10-26T19:58:51Z,2019-10-03T00:00:00Z,726162197,brain_observatory_1.1,92.0,M,wt/wt
